Id,SalePrice
1707,212827.01080676826
1708,200734.25696490734
1709,262801.911459404
1710,221331.79146439143
1711,263288.7685094411
1712,259342.53195031223
1713,261391.9705073321
1714,214183.0868373604
1715,200962.8028079072
1716,184719.45113868418
1717,174390.1991607591
1718,127220.811649581
1719,204974.21351681615
1720,245074.1324279853
1721,166535.5984187424
1722,118702.26574528578
1723,154416.61840126666
1724,214182.20322322397
1725,238095.20957100883
1726,192428.54836937835
1727,158240.06894419264
1728,182834.432552654
1729,163889.1027440923
1730,153843.7400796247
1731,121787.35130510553
1732,125785.8348811979
1733,113003.44936596842
1734,121020.46680034607
1735,129294.59767347507
1736,112671.06702406396
1737,345536.37660017784
1738,229850.16974489557
1739,264135.4410126485
1740,212378.65303219436
1741,188229.27839686605
1742,167911.08549167617
1743,172668.82736194067
1744,306337.18829752394
1745,218687.20890303073
1746,201792.79229750694
1747,212888.3262912166
1748,224480.73887365707
1749,147802.65291488578
1750,129406.65566997638
1751,243882.3152473041
1752,118159.15108923856
1753,145077.72479705143
1754,198470.7221534871
1755,160963.03478855034
1756,128101.4346951501
1757,118144.03341768651
1758,143947.82190499044
1759,157560.19164895825
1760,162227.80883171607
1761,142927.65277176374
1762,180009.88516185217
1763,168991.55563506405
1764,114345.14561163181
1765,169170.79470839415
1766,178424.16176575155
1767,212324.83189253084
1768,140844.14574370006
1769,168540.27889509435
1770,147080.00445214647
1771,126649.21122127234
1772,128875.35937974487
1773,128442.4330762432
1774,135567.01711943815
1775,136194.29183682523
1776,124895.26030310668
1777,107029.613267773
1778,138705.960814279
1779,115776.43647272851
1780,172720.3608996116
1781,122113.81417065414
1782,92717.26274770894
1783,135579.0756234588
1784,106284.4035315279
1785,116235.74444424718
1786,152927.6487227137
1787,165807.35635941138
1788,63044.758850285325
1789,105171.17640479983
1790,86694.51574403165
1791,181743.04390603042
1792,148185.32270521304
1793,129914.48800971561
1794,152255.35901223603
1795,132175.86606838298
1796,139921.70420496337
1797,116308.80140271463
1798,121703.82113031426
1799,107950.51049091193
1800,127635.08375709623
1801,125875.70069045389
1802,137333.52404258092
1803,147796.0409826602
1804,139542.95790145695
1805,134452.57510347886
1806,120253.82676316661
1807,127786.39803580439
1808,119141.61212527238
1809,116079.74837982433
1810,138830.94576447018
1811,85128.02352180758
1812,93727.49994769404
1813,116071.90506752054
1814,93073.17583165201
1815,59198.14048599883
1816,100751.67012265968
1817,107545.26641643488
1818,136644.9194402932
1819,121701.93157506084
1820,61470.4653887403
1821,115486.09737846401
1822,149199.41961450907
1823,49948.76909140439
1824,124376.3300506034
1825,135442.16717911136
1826,104519.1269728695
1827,102372.57164547055
1828,126963.90420251784
1829,118533.83535628043
1830,135189.04827995264
1831,141143.11195947076
1832,84641.17123195792
1833,133229.67423649854
1834,119922.13203970199
1835,119999.48680997548
1836,125718.73086215736
1837,84637.99195509958
1838,124586.65697073909
1839,99201.73477495598
1840,146227.32957285916
1841,135536.16999981686
1842,89328.18251777376
1843,129409.28921033806
1844,141287.0869164063
1845,138313.16112688195
1846,148722.78757977477
1847,155274.63227826805
1848,53982.61149112892
1849,109660.76197495365
1850,119909.76634912855
1851,155060.87437740492
1852,127215.60768694698
1853,133196.40414030332
1854,164194.0276604554
1855,154115.89149134766
1856,223104.66911159529
1857,147748.26532432582
1858,138453.41419900558
1859,126003.84204639687
1860,155169.41031161312
1861,125493.08419245698
1862,300666.5382900201
1863,289687.3230556543
1864,289699.2130574421
1865,327435.8189244416
1866,324895.3770767284
1867,239000.0108272517
1868,293477.3746702315
1869,204992.97046967142
1870,228470.37273233946
1871,250969.52063132584
1872,175737.82970524678
1873,231488.3982436395
1874,142172.12633757998
1875,198050.16432608082
1876,193978.65031907902
1877,208283.10516496524
1878,207274.45095949768
1879,127126.14332182158
1880,131125.07478735133
1881,239917.61326647672
1882,255005.00619611194
1883,191735.42134539085
1884,203804.99810366923
1885,238428.77912369298
1886,283512.9318854555
1887,211426.43436639212
1888,282020.8794050315
1889,170649.87625884224
1890,124434.73334395987
1891,133232.7699896818
1892,104584.26750754312
1893,129899.30249818046
1894,114896.80470455023
1895,138480.39682625612
1896,124537.69195992261
1897,113159.8519545146
1898,115554.81552434117
1899,160070.46327916134
1900,147498.50042756367
1901,166484.1271068374
1902,146016.4364902021
1903,210493.60365348402
1904,141821.76476196153
1905,188765.9815186893
1906,156116.56498010881
1907,202584.5894091288
1908,111550.86990901781
1909,134444.27016582366
1910,123520.42708223137
1911,206892.48257662062
1912,314666.6346673993
1913,145361.82847435173
1914,65557.52935951616
1915,307096.9398720196
1916,66343.2287414261
1917,261546.37917802462
1918,137133.41965232886
1919,171353.28745028254
1920,156840.22838537162
1921,384782.179748719
1922,314032.4351283347
1923,224015.96538050545
1924,217927.64622100798
1925,203189.393884684
1926,378784.03432667936
1927,131631.85952750608
1928,150272.47390218775
1929,125570.93441932413
1930,132340.17186481284
1931,141845.40293034192
1932,139862.5820987751
1933,181669.05846179835
1934,175369.33706852805
1935,171481.5361832811
1936,186418.96156233642
1937,176442.6759938128
1938,168251.35257490858
1939,244877.33355730708
1940,195812.6413601158
1941,170429.14848541387
1942,182017.33554600916
1943,212708.26450001134
1944,344771.7483172617
1945,375983.69676632254
1946,142394.05169563228
1947,300857.18265766406
1948,161468.79367430857
1949,243413.2374194226
1950,184188.46525392006
1951,249269.6538765367
1952,218608.85691564713
1953,165896.93209114711
1954,190938.6471821228
1955,130593.64489157025
1956,320496.3540362952
1957,146960.29655384173
1958,308661.35593486845
1959,146331.67892383836
1960,113878.39900672153
1961,121917.29376685355
1962,95816.68414395401
1963,102768.60159336441
1964,104513.41255315713
1965,147795.63845686984
1966,139346.77165180084
1967,283327.0424364027
1968,418877.3475197932
1969,379055.0499769689
1970,406156.2215903967
1971,475056.9365574754
1972,364354.7294369638
1973,286607.2268043934
1974,322435.83564596734
1975,477622.3592222385
1976,276380.09308155795
1977,361731.5127483489
1978,355772.85800359753
1979,319750.12068386795
1980,192246.87151048466
1981,335342.3812305834
1982,218423.12473381974
1983,207519.2574165472
1984,174861.71817105048
1985,225574.27340712532
1986,208632.5880807349
1987,191142.92322239204
1988,176591.48162327564
1989,193776.00112311932
1990,213525.25051794216
1991,221375.35361773285
1992,217965.97804134744
1993,173101.01747690188
1994,231403.5583354571
1995,182131.03786654913
1996,256128.53448822894
1997,300812.18733990396
1998,315294.4571485125
1999,261862.94309745103
2000,318971.8577273753
2001,279589.0120257062
2002,242740.58529139866
2003,265972.3314442977
2004,289351.93516162585
2005,223759.4388981203
2006,221814.55618751585
2007,254930.62146369996
2008,214401.74847017042
2009,195990.52127434674
2010,196468.0359786542
2011,133382.30699128885
2012,176637.73988579737
2013,181585.34281943788
2014,188002.76576758872
2015,206710.4045993574
2016,191988.03593916705
2017,197172.90239131934
2018,123042.29327507969
2019,130779.45740859344
2020,104989.4620561114
2021,107486.95081787957
2022,175562.74524913164
2023,144118.8822854395
2024,269597.6092073155
2025,346863.50671619177
2026,178032.96377862402
2027,161565.36115324998
2028,157872.1804650144
2029,163197.59989295888
2030,254075.67584013185
2031,225980.76861311845
2032,239806.05960919155
2033,247047.09231990823
2034,169313.61719027138
2035,207484.45354087767
2036,197630.66627318383
2037,203803.96019131597
2038,303636.52494123636
2039,216902.08571437816
2040,316409.4332507216
2041,267084.4684668225
2042,203642.3044666887
2043,169335.84654731443
2044,166615.31048009993
2045,207347.5351586885
2046,137086.15541259688
2047,142970.23741415984
2048,139077.7539412318
2049,133307.84805453848
2050,174062.9300674063
2051,103805.66829769303
2052,126337.98310192689
2053,143142.96658856038
2054,95523.1442446837
2055,155107.83701768992
2056,146161.18364524157
2057,114062.94400354754
2058,214978.86184617347
2059,133298.4805230892
2060,168727.89658093898
2061,170201.3184182031
2062,128170.74687478058
2063,117095.41575480287
2064,135506.11553381142
2065,111000.28437613661
2066,166367.85156475136
2067,126752.9418627212
2068,137271.51977374058
2069,84458.04503913346
2070,110326.84579323164
2071,102701.0342374941
2072,129889.52452416775
2073,132044.42924619588
2074,186312.3837195431
2075,145250.03144423012
2076,116668.1059622752
2077,155390.8817837357
2078,125224.75044821054
2079,127793.19727840289
2080,113964.6046876547
2081,121954.47198094791
2082,108600.35389885977
2083,142799.91313506974
2084,111029.65529716181
2085,117397.37113730112
2086,117226.77036569046
2087,120560.59384363021
2088,96892.32925712914
2089,84476.01995856632
2090,124557.76954422166
2091,104976.2130802799
2092,120650.50229504943
2093,114072.1832770482
2094,112164.5904395866
2095,140933.68616149435
2096,87993.08873799488
2097,95570.5827702643
2098,140453.06682705498
2099,63924.502020423606
2100,80918.20795696123
2101,107595.7388270546
2102,126781.37689730627
2103,107019.13481941159
2104,138974.27682910976
2105,121329.15215652884
2106,67745.30344250145
2107,190003.55103206413
2108,110153.61604033428
2109,108740.5033097519
2110,130611.1695258609
2111,139078.3261488533
2112,132390.94785665633
2113,116628.2664092532
2114,115276.18163732803
2115,152466.6774457133
2116,117371.35144352475
2117,139430.46902704338
2118,118330.68399818726
2119,107821.26632369413
2120,115572.61354262057
2121,94725.19599919743
2122,110875.01798622654
2123,86183.48425744924
2124,153374.3321146011
2125,125358.26356097631
2126,147146.10925237005
2127,153863.5632641448
2128,129836.50006043765
2129,99364.85104496824
2130,133325.4348609829
2131,146269.19378519288
2132,114075.39026891638
2133,123292.99348717398
2134,121240.07246043975
2135,99507.09693336155
2136,75935.75102880804
2137,110349.0967304943
2138,130199.67425244409
2139,144309.2035655385
2140,137986.81504842412
2141,151524.9555756387
2142,127537.01216936618
2143,144218.16025478055
2144,126237.01656718866
2145,133726.51301206692
2146,163062.7922596868
2147,139313.53854906777
2148,134340.31116372027
2149,143485.0617649679
2150,214641.9999490161
2151,124655.14289232972
2152,165373.7080330241
2153,171066.7861365235
2154,101209.32726056984
2155,140062.82626155674
2156,259443.96258915332
2157,233807.25519820026
2158,238359.22250914798
2159,215024.61379134687
2160,183559.743559382
2161,247714.29724566784
2162,383763.6971802715
2163,340538.7846967997
2164,246693.72213601536
2165,201289.3462099518
2166,149710.13467458758
2167,214178.25066352152
2168,192341.86105641205
2169,197267.99954609157
2170,216031.69269977766
2171,151828.87006929875
2172,135855.16189577474
2173,168697.52967536563
2174,230325.2199128609
2175,294466.42907011847
2176,308724.3339299766
2177,246166.55634213102
2178,217393.39553426142
2179,136077.6079999854
2180,194153.1453783884
2181,188410.34023661521
2182,224122.12713988114
2183,194803.55731581926
2184,124373.93828029458
2185,128598.81461465846
2186,147078.2870937033
2187,153705.41126209576
2188,160226.62068002886
2189,266976.6858649383
2190,80941.81227504082
2191,80781.69646420055
2192,84963.45281113642
2193,106523.79578774533
2194,100161.82766793291
2195,111067.76854803284
2196,109183.83387139911
2197,119796.40322172747
2198,154862.4664854963
2199,173741.72733262583
2200,143527.08471398932
2201,141651.0466006807
2202,197566.84534456098
2203,141557.01887874096
2204,173793.17769967826
2205,117597.50804874211
2206,139106.25605374872
2207,223181.2779364616
2208,253819.6891737702
2209,220680.20765559975
2210,119337.71587859643
2211,112533.5867534791
2212,116495.46262673494
2213,100525.33744924274
2214,131465.82890108385
2215,106587.4726950565
2216,143240.49031910993
2217,64980.67629711366
2218,76337.19707525583
2219,71571.77469967873
2220,72199.79836094893
2221,311484.4511497996
2222,256023.54316693533
2223,287733.1531542187
2224,214327.48668978614
2225,127159.98339679085
2226,183013.4130599544
2227,205487.0751744959
2228,273337.8664766062
2229,257149.10497582064
2230,153981.4552981592
2231,221110.56251644532
2232,173729.19928201236
2233,176578.54316610596
2234,237644.78301876076
2235,214407.2292208407
2236,265255.233192784
2237,329328.31729034905
2238,201096.727788716
2239,106247.96293021893
2240,153150.0416057944
2241,149516.68709910093
2242,125621.9373425954
2243,127753.23185142326
2244,101358.28467134277
2245,98241.9808234928
2246,135832.0994390199
2247,105805.77828582731
2248,121154.93312569447
2249,123374.79870739634
2250,130090.60812317928
2251,110697.23108953965
2252,175010.2736384794
2253,157187.49308894633
2254,174978.7872241349
2255,183805.00690515776
2256,178776.67244803073
2257,201948.20533576034
2258,162655.65138772194
2259,174556.40381792275
2260,158804.35769279345
2261,197655.09664616
2262,224755.1421601651
2263,354341.4135276225
2264,471197.7140469476
2265,159515.78923105824
2266,282703.87501309696
2267,365493.5654453292
2268,431402.1220386647
2269,152827.08613048214
2270,197116.7311178964
2271,216644.36938699783
2272,198886.75661605145
2273,163050.22952294536
2274,174893.43414271995
2275,151713.90889758096
2276,183281.55544292147
2277,180438.15151285287
2278,144478.15240696957
2279,123557.00286140265
2280,109044.75937977785
2281,165841.0567655656
2282,179092.13059451288
2283,104581.27307480453
2284,107490.02880152968
2285,140887.67936746767
2286,121787.37904222205
2287,364915.4931115729
2288,291490.9023640114
2289,379757.04944120685
2290,460240.0053742275
2291,330085.51130010735
2292,426511.82080014574
2293,459462.9658767197
2294,400393.086175715
2295,463887.42979456007
2296,276386.53251515294
2297,333533.972261477
2298,335149.2942788735
2299,369801.66171735874
2300,330608.6196660546
2301,301888.66338115314
2302,250054.83971956698
2303,243377.84317970567
2304,255839.3249592228
2305,194273.61659925245
2306,190130.79440428232
2307,193164.79463105398
2308,228060.18288792466
2309,261597.6846157452
2310,213690.63518398456
2311,203494.83817780943
2312,171849.74035199397
2313,173546.2879919046
2314,173890.23436811892
2315,182832.3164264955
2316,203388.1639854352
2317,181678.06231486826
2318,183326.45056344726
2319,183106.4990513427
2320,185242.55094654474
2321,246193.19738236256
2322,187469.77698813265
2323,182257.87587920867
2324,178916.1477011951
2325,220142.36515025355
2326,174556.7518271123
2327,206300.4204202243
2328,223690.57362606158
2329,185843.24571756134
2330,178139.46121990765
2331,348628.77731226117
2332,392789.7673438834
2333,319570.3431900405
2334,257515.05364152326
2335,271801.3315772381
2336,315565.8058533491
2337,202690.55801228777
2338,271288.509993189
2339,229545.6777958788
2340,401519.0651064118
2341,222583.48026823852
2342,238221.0174503689
2343,229172.0497376864
2344,230804.12161605828
2345,243504.78804476326
2346,217085.3488451452
2347,198861.03078994216
2348,246781.45985915032
2349,170249.2898888099
2350,298947.59109220246
2351,256522.95454420333
2352,254308.94010046578
2353,252488.36240150174
2354,127891.87915756484
2355,140609.08084873875
2356,153664.62763080088
2357,193794.3681393338
2358,197804.00649609818
2359,129222.84725520207
2360,117083.27818497145
2361,140487.84176012216
2362,275943.3359915127
2363,137393.93440259446
2364,163126.27275391907
2365,215103.09170812528
2366,191420.1753962967
2367,223988.25716015953
2368,211102.92573588487
2369,222156.71968566522
2370,167714.2794911523
2371,163014.8102535912
2372,189102.79078836442
2373,279754.4332469546
2374,302819.5746872348
2375,246436.63715596145
2376,291124.6845328556
2377,347042.4288826472
2378,145019.00824323038
2379,200100.65126932142
2380,143062.42225313507
2381,163542.0304801216
2382,201581.89880384784
2383,202909.19489444894
2384,244365.64222759983
2385,156425.137722302
2386,134394.1631704372
2387,134185.06341341574
2388,100583.80411955084
2389,122344.08294428038
2390,142614.59891780987
2391,138470.45463086426
2392,116359.45997253501
2393,164679.12494192296
2394,138677.22066869112
2395,204155.34787611716
2396,143482.01793556855
2397,215285.51732430578
2398,128880.33192684347
2399,64161.96777641037
2400,67403.30155846468
2401,120269.60755997903
2402,132904.95091252026
2403,137570.84993112407
2404,149172.31917271332
2405,156153.1428255285
2406,142276.22309689596
2407,123161.00159909039
2408,143885.50265582366
2409,125970.74601047683
2410,169271.42647058057
2411,112063.82692778924
2412,156017.32631645448
2413,127350.09156980459
2414,139773.50271149894
2415,127601.77398665197
2416,124196.65874568876
2417,131615.05687545962
2418,127657.65508121115
2419,122295.08228683242
2420,117102.96473810564
2421,134782.96148096508
2422,109010.10605743274
2423,110755.41299724265
2424,152369.7566584563
2425,209369.5358517573
2426,129688.74884328461
2427,129080.82356221922
2428,170745.71472034656
2429,114309.37480665129
2430,129748.89875979848
2431,111799.68552897414
2432,143421.27974534765
2433,146945.81733967425
2434,139610.32995068494
2435,148791.01267791292
2436,109484.23423266987
2437,108359.34622208663
2438,121855.24237947815
2439,113265.71313885676
2440,123079.91247221017
2441,93372.35468535147
2442,101461.69538766555
2443,124541.24388391727
2444,129524.70314606754
2445,90793.62553904878
2446,128331.21345453757
2447,179239.15799346956
2448,132911.15251536356
2449,111588.36935477484
2450,146647.62425713823
2451,127850.52376993431
2452,196935.99418298842
2453,94462.86582685169
2454,115662.25189591362
2455,120099.70243030103
2456,124627.52731939529
2457,123327.45866101318
2458,120442.58515720436
2459,108779.70766598581
2460,135214.52977863076
2461,118409.38681319232
2462,124119.39073624379
2463,118044.05498477945
2464,160975.45875983415
2465,138985.50845156165
2466,114497.45902507193
2467,132927.672358777
2468,88552.01812322949
2469,85786.15028394303
2470,176309.71517030313
2471,194856.695138389
2472,164190.73898021324
2473,112160.89851596233
2474,80535.34491933111
2475,212678.1409596075
2476,112493.98561154243
2477,122847.50037886962
2478,152296.61293358024
2479,105414.91470900834
2480,147034.4347410015
2481,126521.40784964268
2482,127704.92951250909
2483,113346.15734666669
2484,121217.04639021393
2485,121810.48581965422
2486,148349.41735305905
2487,185213.40783953673
2488,158980.3002872698
2489,151909.85226570128
2490,147455.9650402675
2491,94671.50049282899
2492,190949.71459817467
2493,151943.59829573735
2494,154290.54657955474
2495,93987.279215352
2496,233766.4250771146
2497,149006.87932619723
2498,111879.74098196035
2499,90554.20316156976
2500,123799.10151988396
2501,130258.87704514939
2502,143435.62048702466
2503,96281.5178353202
2504,172017.30950288716
2505,222845.18584534863
2506,262430.0545950608
2507,298561.55232214485
2508,262168.48243104795
2509,219089.96275875642
2510,222883.90050164668
2511,177943.51482343042
2512,210303.58688568085
2513,226300.8947839465
2514,247321.87316303424
2515,143878.90166689892
2516,169999.8745326843
2517,137451.23280110137
2518,146773.81629126574
2519,232142.62282848655
2520,214501.12158952077
2521,191808.3945829374
2522,223110.2040950899
2523,125513.66115768343
2524,135177.94978238994
2525,140693.53777251957
2526,141139.13142174846
2527,121856.0908941002
2528,126914.80730644467
2529,132106.1924067916
2530,122885.50955497396
2531,245965.78078241603
2532,226605.55184178473
2533,197434.81414252316
2534,235161.814730494
2535,292756.2162854932
2536,232967.7378911033
2537,230149.50273738478
2538,190203.02660869513
2539,190739.5608311387
2540,181275.721598586
2541,185991.46714450337
2542,167184.21645140232
2543,126659.56719113137
2544,125652.47744921222
2545,131293.67727091638
2546,133735.6890957094
2547,142540.00904172755
2548,157373.09604100537
2549,159838.89387434875
2550,884432.1726661507
2551,139167.7579985158
2552,129012.87330439297
2553,75602.93564172072
2554,89786.69758965455
2555,121382.92432945775
2556,104825.9151818371
2557,113140.93406592093
2558,127638.31141211909
2559,135279.05675902855
2560,145843.51876351377
2561,146142.85412371613
2562,136301.45333523996
2563,145568.47865864562
2564,190563.3528393036
2565,133547.25283287282
2566,150376.4878656501
2567,130384.23489514519
2568,205859.43999917601
2569,211004.97749264742
2570,116912.29769503021
2571,176900.16399136657
2572,150926.7866043824
2573,215826.86563519464
2574,300170.22273942176
2575,129837.3097528671
2576,114030.75901171751
2577,147464.3528682665
2578,88198.6312250408
2579,69548.58389433895
2580,94680.58156411258
2581,108577.41271896547
2582,109039.18935441373
2583,279782.88474643504
2584,172594.43034478743
2585,190685.15955243437
2586,225416.4077537886
2587,200985.13301344312
2588,136031.339154014
2589,146563.4133247295
2590,211286.87545783675
2591,224270.06399513443
2592,217971.5947685496
2593,261485.87090114213
2594,176888.80439673518
2595,198819.3474125379
2596,312129.6287370701
2597,186408.05619283608
2598,279230.8395648338
2599,340488.8139719793
2600,128862.56535886326
2601,140113.85891594554
2602,87073.93502661231
2603,94160.54288657139
2604,88416.44171263985
2605,84933.76688099431
2606,147453.3536581534
2607,194987.5508225301
2608,207023.14730504353
2609,173731.9789212419
2610,104950.49292973647
2611,120388.32348054154
2612,157249.9592301743
2613,131145.55634520002
2614,124658.64176664426
2615,148734.88826948445
2616,141570.9944800113
2617,178099.7867631382
2618,193456.91620481625
2619,197537.03740841977
2620,180367.8301668007
2621,175845.31253607245
2622,180163.0374314591
2623,246282.63206505158
2624,310335.57344770804
2625,291231.91246932064
2626,171765.31347747447
2627,166322.0993878199
2628,442752.09507778153
2629,510036.8578904895
2630,376289.6448384696
2631,460953.4188607058
2632,405608.0153364034
2633,299187.7357597556
2634,405816.6838144237
2635,156589.52086102392
2636,177467.6475948546
2637,174772.5436519012
2638,259085.007123029
2639,184371.3168202175
2640,145474.29862184008
2641,109037.99233905869
2642,184108.45621835615
2643,105176.56540840649
2644,122691.22172201509
2645,105762.45763319207
2646,95966.0551977696
2647,101671.85585142387
2648,143281.39839201054
2649,150305.93917567734
2650,137779.33052865072
2651,144246.9583199881
2652,407269.20276350016
2653,256819.07097668233
2654,258885.38071829133
2655,381636.75442044507
2656,326328.3186023641
2657,338535.6508079554
2658,307590.6972570169
2659,317907.60086713306
2660,356099.55653751316
2661,356745.01068173186
2662,351658.80761212984
2663,291196.81951786287
2664,254820.14378369474
2665,322239.0118098817
2666,276730.2004481011
2667,173101.35733791112
2668,183494.26337234242
2669,179725.21326305717
2670,286488.00653573475
2671,188605.47621636692
2672,194815.52875085978
2673,207235.25313154238
2674,195815.41659744584
2675,175185.35717962842
2676,195471.4581883693
2677,198112.19064702903
2678,258499.02027752873
2679,272105.3077881773
2680,285372.158894124
2681,395678.8154878217
2682,329148.9577727292
2683,513946.7420709134
2684,318117.8675267851
2685,335262.65419838775
2686,257416.76459878677
2687,318673.16213757783
2688,219799.7074656208
2689,208550.5276571373
2690,397500.4474380243
2691,188201.72505161414
2692,128993.94673699686
2693,200770.70670873497
2694,128743.50350549864
2695,194175.3059986937
2696,186182.44602135522
2697,186430.4441042802
2698,203358.3388580208
2699,173952.70750336055
2700,160681.45788208712
2701,157990.85425894955
2702,114113.18244090481
2703,128242.87048606308
2704,140657.44965156793
2705,116231.36123026443
2706,117738.32197204501
2707,124716.38494198665
2708,130141.45708321987
2709,97267.61437033548
2710,124248.76129196909
2711,264353.37211649126
2712,385905.1433791977
2713,176471.74418144207
2714,157611.36398358116
2715,166458.38134615833
2716,151608.93754934144
2717,188785.2846368239
2718,230768.07218142226
2719,148676.18106616905
2720,168104.41492656735
2721,132104.1552278441
2722,168468.5583501733
2723,145778.79197451935
2724,126164.95883469615
2725,128680.60810368828
2726,144090.90605728113
2727,175944.82554746282
2728,177811.4581956291
2729,150100.16838233254
2730,140618.6099929564
2731,126768.18561010699
2732,126340.22736370092
2733,161822.81553627507
